# Pathway	SRR12395643	SRR12395644	SRR12395645	SRR12395646	SRR12395647	SRR12395648	SRR12395649	SRR12395650	SRR12395651	SRR12395652	SRR12395653	SRR12395654	SRR12395655	SRR12395656	SRR12395657	SRR12395658	SRR12395659	SRR12395660	SRR12395661	SRR12395662	SRR12395663	SRR12395664	SRR12395665	SRR12395666	SRR12395667	SRR12395668	SRR12395669	SRR12395670	SRR12395671	SRR12395672	SRR12395673	SRR12395674	SRR12395675	SRR12395676	SRR12395677	SRR12395678	SRR12395679	SRR12395680	SRR12395681	SRR12395682	SRR12395683	SRR12395684	SRR12395685	SRR12395686	SRR12395687	SRR12395688	SRR12395689	SRR12395690	SRR12395691	SRR12395692	SRR12395693	SRR12395694	SRR12395695	SRR12395696	SRR12395697	SRR12395698	SRR12395699	SRR12395700	SRR12395701	SRR12395702	SRR12395703
GALACTARDEG-PWY: D-galactarate degradation I	6.51455	0.75681	19.6856	7.94886	8.56474	3.87976	18.3131	2.31088	330.578	13.7217	4.01159	2.28116	165.085	58.0021	10.6075	25.4455	185.58	50.97	4.84843	4.94267	14.8041	5.13876	5.36233	13.9555	4.23204	6.07662	356.523	81.2574	1.23397	0	0	4.15888	7.84991	153.212	5.60016	5.84552	3.612	4.90547	10.141	130.976	2.25973	192.294	0	141.271	75.5897	495.154	19.3763	38.1515	13.8965	7.12212	3.2237	18.82	2.87438	232.754	11.3814	0	11.5696	77.6703	19.5579	118.629	102.533
GALACTUROCAT-PWY: D-galacturonate degradation I	79.796	90.0236	40.0583	65.0312	16.3522	78.4852	70.8642	75.8082	134.605	41.0183	92.2743	43.6197	97.3415	104.972	75.1047	66.3948	115.811	69.2789	64.0868	99.4737	29.3431	61.6948	37.6452	41.8429	97.6646	25.9593	164.404	135.356	76.1785	86.4573	82.1664	65.189	17.7772	80.6721	90.8612	20.7931	38.1683	50.4891	141.564	122.253	54.7391	76.4072	23.7433	72.8309	69.8329	171.016	58.3678	46.4641	53.548	9.25294	60.4383	43.3312	69.0041	114.564	67.2362	30.3576	79.4801	110.002	74.3508	47.4765	135.397
GALLATE-DEGRADATION-I-PWY: gallate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342296
GALLATE-DEGRADATION-II-PWY: gallate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487235
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	84.1588	86.1521	41.4179	66.3863	81.6351	101.283	109.093	88.4999	227.292	73.4401	125.912	43.6869	163.014	142.394	90.3758	135.021	176.701	130.616	110.425	97.1253	55.6917	119.468	107.675	82.8748	57.1581	30.3178	220.258	137.46	90.2362	60.2532	70.8261	109.815	74.3803	137.554	111.756	94.3039	65.1579	120.871	230.39	125.555	108.443	175.38	118.416	177.182	102.59	287.685	143.488	96.0634	119.083	91.8861	117.17	90.1335	86.1992	212.703	90.9003	58.6011	95.9906	175.333	146.364	114.288	119.647
GLUCARDEG-PWY: D-glucarate degradation I	3.26711	0.705653	8.79869	3.03681	6.20873	2.60481	14.6243	0.612618	164.038	11.1553	3.26172	1.84053	80.8614	46.8745	4.21299	19.0448	132.769	34.2275	4.61693	2.45152	7.16657	3.81952	1.66263	5.23883	3.98943	1.26511	228.499	58.349	0.975305	0	0	2.47593	5.102	67.7292	4.62513	4.55539	2.90683	2.44763	8.69347	71.0309	1.59451	83.7836	0	73.3007	65.2562	308.401	13.9816	15.2599	4.7259	6.39636	1.39423	10.833	2.58622	113.31	6.41735	0	8.08799	65.2028	15.627	92.4446	80.3725
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	6.51455	0.75681	19.6856	7.94886	8.56474	3.87976	18.3131	2.31088	330.578	13.7217	4.01159	2.28116	165.085	58.0021	10.6075	25.4455	185.58	50.97	4.84843	4.94267	14.8041	5.13876	5.36233	13.9555	4.23204	6.07662	356.523	81.2574	1.23397	0	0	4.15888	7.84991	153.212	5.60016	5.84552	3.612	4.90547	10.141	130.976	2.25973	192.294	0	141.271	75.5897	495.154	19.3763	38.1515	13.8965	7.12212	3.2237	18.82	2.87438	232.754	11.3814	0	11.5696	77.6703	19.5579	118.629	102.533
GLUCONEO-PWY: gluconeogenesis I	185.076	297.081	165.048	155.554	110.326	203.236	191.562	187.897	266.846	175.033	179.211	168.886	244.025	231.79	232.837	183.086	245.846	203.903	182.374	209.482	198.415	159.201	153.999	113.442	80.1361	73.3151	288.493	219.824	177.782	194.213	166.072	282.104	143.353	224.099	174.543	155.191	188.05	195.869	294.332	234.77	150.499	229.871	182.081	233.691	254.44	326.429	161.506	199.094	172.968	53.8109	152.638	162.148	112.059	247.92	160.702	241.799	160.773	225.566	202.393	233.472	255.837
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	2.25087	12.2362	7.67944	11.481	54.4053	10.637	30.5526	5.76352	226.028	4.40026	16.0873	12.6943	101.508	92.0935	6.48145	36.8703	148.41	67.7327	16.9489	4.23626	7.3881	14.4392	10.9604	1.46082	1.43758	0.807921	194.602	79.6026	2.87584	0	3.66358	0	11.7636	108.213	5.04149	7.22434	6.05378	4.29947	243.838	147.392	1.06202	89.3938	25.3156	85.0136	174.271	278.24	21.3647	20.2914	13.3683	15.7066	10.6062	9.34226	14.5315	137.425	7.09062	9.48436	13.5425	107.596	41.1519	158.732	100.007
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0	100.963	71.3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	89.587	0	0	73.9727	26.4428	84.8894	82.3204	101.157	149.807	48.4979	101.61	48.027	110.635	113.343	85.4532	62.6331	119.971	82.058	101.782	110.634	34.1135	94.8649	74.1092	70.0815	111.428	57.0543	170.069	117.07	83.7823	95.6578	92.1254	76.5554	84.0033	84.9972	115.868	37.4342	44.1068	79.2523	137.403	131.182	70.1483	85.0981	32.8277	88.4118	41.2358	184.404	78.4956	66.8438	66.515	73.2127	70.2141	49.1336	68.7656	132.623	80.9354	63.5524	92.1457	116.65	154.626	29.0073	155.162
GLUDEG-I-PWY: GABA shunt	116.838	3.32673	18.6253	0.798024	15.0552	2.32812	46.6932	10.9118	52.5064	47.444	7.04479	19.4057	76.9655	90.8927	20.5438	46.9143	11.0311	40.8268	48.8924	49.8285	20.6693	5.16233	0.483842	0	2.16351	0	42.5801	48.7193	0.754288	65.8715	58.2623	0	2.85121	72.9421	17.635	17.3792	26.9171	0	28.4996	80.04	17.3066	88.2466	0	54.3528	58.091	37.1295	34.7403	30.3398	6.12935	18.1727	4.66657	3.06761	12.2667	100.444	1.72515	7.33752	37.1982	109.694	57.586	90.272	166.225
GLUTORN-PWY: L-ornithine biosynthesis	0	341.937	211.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I	316.721	0	0	204.756	314.753	317.664	255.195	268.743	280.663	319.184	310.199	218.724	265.955	324.128	278.799	261.501	229.574	248.733	284.066	269.896	228.962	299.158	204.706	186.609	196.425	107.931	304.049	306.643	303.996	255.029	278.988	281.99	160.072	185.328	242.516	202.677	195.292	223.922	286.483	259.029	267.085	220.497	208.523	251.816	296.428	379.322	379.073	210.284	296.468	279.898	337.32	136.198	345.225	236.153	168.794	199.106	330.537	339.312	275.984	193.883	215.815
GLYCOCAT-PWY: glycogen degradation I	4.4858	0	0	22.5086	99.6832	20.9879	58.2406	11.4224	248.947	8.74099	31.4163	24.4705	163.143	83.4159	12.8202	30.3887	180.897	67.1812	33.0673	8.40837	14.5982	28.2385	21.4713	1.29865	2.86833	1.61258	259.023	66.2966	5.7226	0	7.28535	0	23.0595	175.827	9.99516	11.653	11.957	8.5393	196.156	227.973	2.12036	119.697	48.3574	145.075	251.686	413.346	10.1635	27.0061	26.2131	5.55646	20.8587	18.3767	28.2831	171.962	14.0445	18.6339	26.6019	95.0589	29.3205	182.003	152.559
GLYCOCAT-PWY: glycogen degradation I (bacterial)	0	24.0189	15.1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	346.036	279.583	217.703	188.922	316.254	275.051	234.071	318.304	259.93	430.836	383.906	149.657	251.574	403.72	300.694	250.558	263.248	339.348	294.885	266.157	207.034	319.768	209.597	192.41	220.843	143.488	278.118	220.522	215.711	241.557	275.698	202.071	192.544	186.029	249.697	217.298	184.519	220.901	180.342	182.313	260.73	165.181	291.804	256.86	238.358	262.928	419.805	244.226	303.228	256.715	229.172	120.939	311.921	237.497	179.412	219.533	390.318	379.338	289.154	223.97	156.294
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0	0	0	0	3.81074	1.41006	0	0	53.5627	1.81432	0	0	26.4008	11.9525	0	3.94697	40.653	10.103	0	3.05522	1.32975	0	0	0	0	0	91.3473	2.13527	1.54794	0	0	0	0	19.0592	0	0.706437	3.81712	0	0	21.5735	0	21.109	0	22.8219	15.305	76.2182	1.1374	4.39294	0	0.761993	2.27644	1.647	0	28.9599	1.23764	0	2.90844	14.97	6.90886	21.0151	10.3737
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	0	91.8752	108.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	65.3413	0	0	99.4396	60.8288	90.8849	126.252	113.931	282.532	65.7561	106.8	49.1301	212.588	147.696	53.4099	100.415	182.558	113.494	117.915	111.152	72.1883	71.3486	72.3502	88.1579	62.415	52.8241	288.03	151.024	104.311	94.8279	86.3459	111.958	103.987	180.561	122.634	92.2815	91.0652	112.211	297.788	235.104	84.1374	195.734	87.3142	178.49	194.32	320.437	90.8439	116.503	100.997	38.3776	91.6171	92.2821	66.6301	233.27	93.6305	72.325	83.7248	166.791	143.999	116.951	210.707
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	31.6642	3.87131	27.1758	4.03138	16.7054	7.58066	71.7561	1.57921	285.895	6.4495	11.2452	7.9826	217.026	135.989	31.3171	67.1505	219.824	104.639	42.2111	10.4598	25.3497	26.7698	0	7.55592	2.27083	0	300.877	159.314	2.85536	0	39.8968	0	0	179.336	9.11419	31.4174	12.285	0	64.4097	227.143	0	201.001	0	177.976	204.051	375.061	48.0447	71.9984	0	24.025	6.19881	27.8789	2.69013	232.097	6.82103	0	28.5186	147.422	92.8537	175.764	221.125
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	159.476	259.861	209.742	167.86	156.636	181.023	200.949	155.03	325.833	184.843	144.402	123.698	309.336	219.122	231.17	159.713	286.89	185.81	154.308	195.099	182.215	120.607	116.135	254.731	250.059	294.188	345.448	211.7	136.571	169.063	142.165	258.38	304.379	247.75	232.509	204.635	170.623	180.327	317.455	267.048	110.352	287.173	205.617	273.247	243.181	396.282	127.698	187.178	139.715	205.799	226.438	310.064	234.832	304.712	168.989	223.76	133.562	247.048	194.868	252.543	292.078
GLYOXYLATE-BYPASS: glyoxylate cycle	16.2079	2.50404	7.65293	1.12011	7.99497	3.22923	48.3361	0.843211	166.652	2.22778	4.28091	5.13969	124.361	73.7321	22.7865	30.9988	124.504	61.4013	13.1485	4.17832	9.04191	10.4813	0	2.29261	1.43668	0	172.318	99.5106	2.18354	0	20.0626	0	2.10386	104.676	3.46242	18.648	4.46287	0	21.898	129.81	0	110.478	0	85.9923	115.956	242.375	24.6593	31.7815	1.0956	10.3806	3.20662	9.00145	0.693995	127.397	1.90413	0	13.7096	71.4362	55.4939	121.482	133.19
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	7.976	6.02776	21.1873	4.81526	17.3348	4.92593	8.36008	4.58876	16.398	17.7975	15.0001	4.35544	6.40208	27.6717	8.32153	41.1826	0.678313	11.5361	14.7399	9.50979	10.0936	12.6365	8.22887	5.16306	5.05537	2.97046	8.36332	33.5942	9.45781	9.87509	8.89576	14.7908	11.2172	9.16555	10.4309	22.1567	9.6744	3.71412	7.08602	29.1907	8.3599	2.88017	14.7585	14.0662	103.133	101.142	19.5487	10.7134	21.7613	41.6608	7.87128	2.41999	10.6664	3.12923	10.5437	5.22533	48.2228	88.7194	9.6754	180.156	6.18836
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0.345838	0	0	0	0	0	9.10543	0.398613	18.2277	0	0	0	0	56.0377	0.386908	12.8211	103.619	0	0.592879	0.206709	4.04229	1.98814	0	0	0	0	21.842	47.8195	0	0	0	0	0	0	0.967581	2.73628	0	0	0.361297	16.5065	0	0	0	0	54.0474	59.2612	4.72828	0	0	2.67866	0	3.52276	0	1.44551	0	0	0.9699	44.6032	11.1985	66.9551	45.8275
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	0	0.507274	0.527887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	10.1656	0	0	6.86017	23.0671	2.05489	15.6666	9.73834	167.548	13.3486	8.33639	3.31523	80.1786	35.8281	10.0063	18.3062	128.121	39.4558	30.6059	3.25794	5.79799	4.71824	2.18144	4.61882	2.16779	0	179.591	61.9753	3.97198	2.78557	10.0533	2.82968	2.39015	65.4829	7.03737	6.05764	2.54649	3.4206	187.35	154.671	0	87.1978	0	92.5984	152.952	268.694	12.2208	13.4202	10.0079	4.90567	2.12303	5.13104	1.5822	115.965	10.5863	0.519259	11.472	52.6514	13.171	74.5586	103.237
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0	12.5999	35.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	11.7383	0	0	7.52658	24.2264	2.35701	19.8892	11.6575	172.405	18.7034	10.1958	4.17154	87.0536	64.1114	12.7162	22.3223	142.031	45.1979	33.2794	3.54812	6.10603	6.48323	2.42058	4.94551	2.61274	0	193.531	71.4347	4.19407	4.24208	14.0701	8.85602	5.43496	68.1691	8.52675	6.10007	2.65744	4.34499	187.346	152.946	0	95.0255	0	99.5337	132.854	281.049	18.3273	16.4357	18.4668	7.86718	2.22222	5.63974	1.72665	126.635	11.6956	0.528603	14.218	70.3315	27.8385	89.7728	113.451
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	0	12.9647	35.4389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	74.0068	76.3735	113.236	51.1694	82.5232	42.3548	125.388	79.2978	326.12	87.0748	91.9661	34.5501	263.416	179.042	50.8825	118.244	233.283	150.658	85.5255	92.2159	68.9938	66.4997	44.9645	60.9342	55.6926	44.2232	318.721	189.118	86.7438	74.5242	84.7405	90.0957	52.7007	212.857	66.3581	100.421	69.1939	91.0826	84.0593	214.994	67.895	236.397	102.905	231.466	148.664	387.572	106.822	129.957	100.528	58.5495	60.1351	71.2226	53.0501	283.325	58.4262	27.4435	99.7411	220.663	119.388	158.074	173.098
HISDEG-PWY: L-histidine degradation I	187.101	212.708	355.506	181.856	195.065	132.121	193.424	133.976	45.0462	104.005	117.58	77.7176	91.2918	137.606	117.561	153.272	35.4226	186.67	176.689	146.662	166.06	178.656	232.384	287.959	228.097	349.361	137.713	85.1568	156.576	162.276	135.959	272.581	363.334	85.206	186.665	246.233	287.971	346.49	100.202	189.864	152.647	152.816	69.2314	64.8931	197.482	61.3071	85.6023	126.157	192.047	193.949	200.075	315.934	54.7018	106.33	378.166	183.743	78.0119	77.4912	171.503	239.373	258.155
HISTSYN-PWY: L-histidine biosynthesis	465.579	381.657	361.883	403.689	314.776	345.911	364.686	334.456	226.597	310.312	334.648	439.455	284.492	379.042	307.805	326.645	211.981	251.174	357.407	308.763	327.374	356.591	325.218	421.78	435.007	445.19	257.398	248.759	349.634	352.143	383.277	432.874	485.073	256.585	372.294	349.141	433.509	467.883	398.966	256.64	396.662	250.69	218.876	323.961	279.618	224.007	365.103	332.815	401.481	420.275	485.6	515.918	398.627	270.028	416.657	309.088	354.73	330.655	344.625	192.608	396.23
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	31.0805	49.9537	33.0384	81.1199	48.4599	20.7496	55.1121	48.036	229.92	98.8921	42.3244	24.6733	147.165	159.324	32.0678	53.6874	217.577	128.242	46.9325	25.4987	32.4443	46.8586	63.5604	14.9848	13.316	20.3734	284.228	107.64	49.5584	16.8456	38.4884	27.7449	47.2632	110.552	27.1574	41.987	13.3895	59.8812	196.572	100.511	33.6362	140.171	53.3867	147.174	129.724	334.774	46.8127	49.3096	54.565	19.0225	29.0053	26.8954	41.5311	156.673	22.0616	12.7687	88.4775	189.304	84.0376	93.8357	144.288
HSERMETANA-PWY: L-methionine biosynthesis III	297.053	318.315	182.565	313.568	287.964	250.417	220.482	220.043	132.692	288.834	275.373	263.523	207.9	306.456	222.431	205.127	189.809	264.467	251.909	208.048	185.01	260.87	232.708	171.544	213.686	84.2934	96.6192	228.793	258.73	213.96	181.132	228.844	182.708	172.897	195.044	227.265	229.206	209.465	281.082	138.605	195.4	208.297	281.37	231.762	136.632	4.8791	298.785	218.019	267.713	156.886	236.13	311.452	272.259	197.484	139.706	167.919	295.731	309.48	206.285	164.325	195.203
ILEUDEG-PWY: L-isoleucine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.5245
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	564.871	546.837	432.711	487.641	447.512	522.09	467.453	472.842	554.549	438.941	491.468	607.257	488.902	522.54	439.309	397.425	395.038	420.688	469.757	436.718	400.805	498.603	380.671	464.249	485.566	437.757	452.195	447.406	480.807	452.032	490.927	491.638	518.213	442.251	441.545	423.926	495.949	498.071	450.883	411.912	491.987	455.166	474.362	535.724	317.448	715.912	557.543	409.028	515.339	466.574	558.58	624.417	568.186	518.886	468.511	413.27	505.299	473.747	523.026	335.497	467.722
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0	0	0	0	5.45681	0	4.19782	0	52.0563	0	0	0	16.0303	29.3902	0	11.9496	18.4189	10.282	0	0.631207	1.46093	0	0	0	0	0	59.0975	14.6107	0.651097	0	0	0	0	25.8349	1.0968	2.06636	0	0	0	36.6904	0	21.7904	0	16.1007	57.4438	85.3827	2.63032	4.11601	0	7.0942	0	2.99743	0	20.8928	0	0	5.01976	18.4756	5.18333	28.3929	22.032
KETOGLUCONMET-PWY: ketogluconate metabolism	1.80057	2.96991	4.9324	0	8.06423	1.36228	38.2405	9.63387	166.15	2.29446	2.37657	7.07	109.143	36.9917	8.90326	15.5272	55.9194	52.5665	8.57457	2.3044	4.5237	8.40977	0	0	0	0	123.31	117.162	4.40848	0.472947	4.55994	0	0	76.3061	0	10.9822	2.69003	0	1.60261	134.102	0	115.953	9.52041	85.6408	142.376	263.992	12.7216	18.4801	0	1.94471	0	4.35621	0	133.937	1.52161	0	12.9166	30.6442	7.64311	57.6113	62.3801
LACTOSECAT-PWY: lactose and galactose degradation I	5.51541	25.1738	27.2468	10.7779	21.3286	10.0592	2.16112	10.8257	8.00427	28.6502	21.8395	7.05637	2.82377	56.5282	14.9227	23.5404	3.46947	5.54769	19.2871	18.0734	9.75373	12.2823	9.47616	4.16117	8.14661	1.15215	4.55257	22.08	27.9051	15.5309	18.9789	15.6105	19.5696	5.8492	8.31016	18.8813	5.10241	15.3635	7.63693	1.03202	6.43735	3.53857	0	6.62801	0.824515	4.97627	20.1929	11.2482	13.3113	4.52727	7.9232	1.24939	25.6843	3.06921	5.39539	4.48692	45.5628	70.4863	18.2845	1.98141	20.3869
LEU-DEG2-PWY: L-leucine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.3246
LIPASYN-PWY: phospholipases	0.524301	0	0	0	0	0	0	0	0	0	0.448104	0	0.426412	0	0.824665	0	0	0	0.904269	0	0	0	0	0	0	0	0	6.64608	0	0	0	0	0	0	0	0	0	0	0	39.8858	0	0	0	10.3331	69.9726	0.109254	0	0	0	0.742945	0	0	0	0.7588	0	0	0	1.37723	0	0	5.09533
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	0	0	0	0	0	0	3.90629	0	26.4217	0	0	0	0	13.1194	0	11.0965	29.5302	8.24605	0	0.678485	0	0	0	0	0	0	102.039	13.6609	0	0	0	0	0	16.8104	0	3.7935	0	0	0	0	0	0	0	0	0	52.4065	5.02013	1.92572	0	0	0	5.89666	0	0	0	0	0	41.7209	10.3886	6.21749	48.5678
LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42089
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	60.9321	99.1359	66.3285	138.203	94.6446	45.5492	101.599	94.2226	276.242	168.58	85.7321	50.9569	225.337	248.015	65.6465	102.144	270.045	197.008	93.7165	52.4562	62.328	91.7898	106.314	31.7992	28.3206	32.5646	323.641	182.802	99.2352	36.6499	75.6143	56.558	82.8264	170.115	56.4289	83.3232	28.9426	100.818	287.557	165.088	67.9847	211.424	104.777	216.093	191.746	408.368	93.7623	97.2671	104.632	40.3395	61.2808	57.1336	84.7236	233.037	46.0042	27.8093	154.086	281.005	145.327	147.922	216.416
METH-ACETATE-PWY: methanogenesis from acetate	27.8828	42.227	34.676	24.2937	103.77	35.2542	31.5479	35.9278	21.7547	153.49	79.3645	18.7275	22.5045	70.7116	32.1024	65.3315	12.8475	35.391	50.2001	34.4678	31.3549	53.3658	38.0677	22.065	24.6741	9.36425	7.61151	33.2965	22.8247	32.8996	35.4562	55.0715	29.2419	13.9473	44.4745	56.5519	25.587	18.8399	14.9095	4.55924	52.8289	6.16046	114.531	55.372	20.2779	0	103.386	47.6884	48.7103	56.9048	38.2028	7.81384	38.0876	10.9454	38.6498	37.0418	133.512	87.0459	33.2109	35.0434	3.91831
METHANOGENESIS-PWY: methanogenesis from H2 and CO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86468	0	0	0	1.15087	1.72023	0	0	0	0	0	0	0	0	0	2.59957	0	0	0	0	0	3.63155	0	0	0	0	0	0	0.755693	0	0	0	8.02561	0	0	0.781992	0	0.4065	0	0	0	4.97301	0	0	1.21305	0
METHGLYUT-PWY: superpathway of methylglyoxal degradation	2.0486	9.5282	24.5983	11.6106	1.54126	0	20.6808	5.69968	95.1867	6.77045	21.7724	6.09747	69.0074	28.2309	3.79286	31.4396	109.282	26.9512	28.3955	4.59413	23.1334	8.43916	0.810926	5.86963	27.5898	15.6354	117.735	42.4023	15.0367	13.7628	12.3909	5.31875	7.66872	32.1629	6.12138	16.971	10.2296	5.63365	34.733	41.4959	0	56.8893	18.0977	51.3876	32.3952	127.503	7.80989	12.7104	24.806	7.31483	6.27737	17.6905	0	78.0051	8.17809	3.56171	12.7818	60.5635	21.6738	32.2728	44.2465
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426999
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0	90.839	61.5869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	57.8988	0	0	133.441	86.4354	39.658	96.1368	84.7814	283.23	160.18	76.9748	45.938	214.172	236.671	58.5268	93.3297	273.632	190.442	83.9192	47.6502	58.9817	83.864	108.713	28.7939	25.5814	37.5308	332.609	168.607	88.7963	32.2096	69.6491	52.4403	85.4899	170.516	50.4587	76.1153	26.0207	106.04	288.195	155.008	62.1307	206.942	92.5743	204.193	188.271	416.283	83.7108	87.7902	96.8844	36.2128	54.6378	50.7513	75.362	223.575	42.36	24.7621	146.11	272.037	137.236	142.305	223.94
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	0	0.438758	17.7282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	14.9827	0	0	50.4083	22.2785	2.05272	47.6458	45.2094	65.2097	28.7763	1.18679	37.3087	48.6101	54.0807	43.0655	18.7498	94.4962	54.7407	12.3572	18.8499	70.5146	102.005	0.710109	30.4138	71.917	10.7298	126.465	10.8261	18.7386	50.519	34.7019	27.7496	3.36601	34.9452	59.6757	4.58589	22.3004	44.0915	28.2317	51.3866	20.0813	158.106	0	30.1544	70.4052	166.159	4.45265	15.5911	181.132	8.36107	21.5021	117.853	6.78261	90.3543	31.1458	50.8017	14.7858	35.9408	89.319	50.2866	36.6184
